CASEID,cexabu,cexphys,cexsex,cex_070a,cex_070b,cex_070c,cex_080,mshsd,msper,msvic,agegr10,luc_rst,prv,region,sex
 6123,1,1,1,6,6,6,1,994,994,994,6,1,"35",3,2
 6124,1,1,1,6,6,6,1,509,994,509,1,1,"35",3,1
 6125,1,1,1,6,6,6,1,994,994,994,4,1,"35",3,1
 6126,1,1,1,6,6,6,1,994,994,994,1,1,"24",2,1
 6127,3,2,1,1,1,2,5,994,994,994,3,1,"59",5,1
 6128,1,1,1,6,6,6,1,994,994,994,4,1,"35",3,1
 6129,1,1,1,6,6,6,1,711,994,711,5,2,"24",2,2
 6130,1,1,1,6,6,6,1,994,609,609,5,1,"35",3,1
 6131,1,1,1,6,6,6,1,994,994,994,6,2,"12",1,1
 6132,1,1,1,6,6,6,1,994,994,994,4,1,"35",3,2
 6133,1,1,1,6,6,6,1,994,994,994,7,2,"12",1,2
 6134,1,1,1,6,6,6,1,994,994,994,5,1,"12",1,1
 6135,1,1,1,6,6,6,1,994,994,994,1,1,"35",3,1
 6136,3,2,1,2,2,1,3,994,994,994,6,1,"35",3,1
 6137,1,1,1,6,6,6,1,406,994,406,3,1,"13",1,2
 6138,3,2,1,2,2,1,3,994,994,994,3,2,"46",4,1
 6139,1,1,1,6,6,6,1,994,994,994,6,1,"24",2,2
 6140,1,1,1,6,6,6,1,508,994,508,2,2,"47",4,1
 6141,3,2,1,2,2,1,1,994,994,994,7,1,"35",3,2
 6142,3,2,1,2,2,1,1,994,994,994,5,1,"35",3,2
 6143,3,1,2,2,2,1,1,994,994,994,6,1,"10",1,2
 6144,1,1,1,6,6,6,1,994,994,994,7,1,"24",2,1
 6145,1,1,1,6,6,6,1,994,994,994,4,1,"48",4,2
 6146,1,1,1,6,6,6,1,994,304,304,3,1,"10",1,1
 6147,3,2,1,2,2,1,1,994,994,994,7,1,"35",3,2
 6148,1,1,1,6,6,6,1,994,994,994,5,1,"13",1,2
 6149,1,1,1,6,6,6,1,994,994,994,4,1,"13",1,2
 6150,3,2,1,2,2,1,5,994,994,994,6,1,"59",5,1
 6151,1,1,1,6,6,6,1,994,994,994,5,1,"48",4,1
 6152,1,1,1,6,6,6,1,994,994,994,6,1,"35",3,2
 6153,1,1,1,6,6,6,1,994,994,994,1,1,"48",4,1
 6154,2,2,2,2,2,1,1,711,101,101,2,1,"59",5,2
 6155,1,1,1,6,6,6,1,994,994,994,2,1,"35",3,1
 6156,3,2,1,2,2,1,1,994,994,994,5,1,"35",3,2
 6157,3,2,1,2,2,1,1,405,994,405,5,1,"47",4,1
 6158,3,2,1,2,2,1,1,994,609,609,1,1,"46",4,1
 6159,1,1,1,6,6,6,1,994,994,994,7,1,"10",1,2
 6160,1,1,1,6,6,6,1,994,994,994,5,1,"13",1,2
 6161,1,1,1,6,6,6,1,994,994,994,4,2,"35",3,2
 6162,3,2,1,2,2,1,1,994,994,994,4,1,"47",4,1
 6163,1,1,1,6,6,6,1,994,994,994,7,1,"35",3,2
 6164,3,2,1,2,2,1,1,994,994,994,5,1,"59",5,1
 6165,3,2,1,2,2,1,1,994,609,609,2,1,"35",3,2
 6166,1,1,1,6,6,6,1,994,203,203,5,1,"10",1,2
 6167,1,1,1,6,6,6,1,711,994,711,2,1,"47",4,2
 6168,1,1,1,6,6,6,1,994,994,994,4,1,"59",5,2
 6169,1,1,1,6,6,6,1,994,994,994,6,2,"10",1,1
 6170,1,1,1,6,6,6,1,994,994,994,3,1,"10",1,1
 6171,3,2,1,2,2,1,1,508,101,101,3,1,"35",3,2
 6172,1,1,1,6,6,6,1,994,994,994,1,1,"46",4,1
 6173,1,1,1,6,6,6,1,994,994,994,2,1,"48",4,2
 6174,1,1,1,6,6,6,1,994,994,994,6,1,"48",4,1
 6175,3,2,1,2,2,1,1,994,994,994,5,2,"12",1,1
 6176,2,2,2,1,2,2,1,994,994,994,4,2,"12",1,2
 6177,3,2,1,2,2,1,1,994,101,101,3,1,"35",3,2
 6178,3,1,2,2,2,1,1,994,994,994,7,1,"35",3,1
 6179,1,1,1,6,6,6,1,994,994,994,5,1,"47",4,1
 6180,3,2,1,2,2,1,1,994,994,994,5,1,"10",1,1
 6181,1,1,1,6,6,6,1,994,994,994,2,1,"35",3,2
 6182,2,2,2,2,2,1,1,994,994,994,6,1,"35",3,2
 6183,1,1,1,6,6,6,1,994,994,994,6,1,"35",3,2
 6184,1,1,1,6,6,6,1,994,994,994,4,1,"35",3,2
 6185,1,1,1,6,6,6,1,994,994,994,2,1,"35",3,2
 6186,1,1,1,6,6,6,1,813,304,304,2,1,"35",3,2
 6187,3,2,1,2,2,1,1,994,994,994,5,2,"13",1,1
 6188,1,1,1,6,6,6,1,994,994,994,1,1,"35",3,2
 6189,1,1,1,6,6,6,1,509,994,509,1,1,"35",3,1
 6190,1,1,1,6,6,6,1,994,994,994,3,2,"13",1,2
 6191,1,1,1,6,6,6,1,994,994,994,3,1,"12",1,2
 6192,1,1,1,6,6,6,1,994,994,994,5,1,"12",1,2
 6193,3,2,1,2,2,1,2,994,304,304,1,1,"48",4,1
 6194,3,2,1,2,2,1,5,994,994,994,2,1,"47",4,2
 6195,1,1,1,6,6,6,1,994,994,994,3,1,"24",2,1
 6196,1,1,1,6,6,6,1,994,994,994,4,1,"35",3,2
 6197,1,1,1,6,6,6,1,994,994,994,6,1,"13",1,2
 6198,1,1,1,6,6,6,1,994,994,994,5,1,"35",3,2
 6199,1,1,1,6,6,6,1,994,994,994,5,2,"47",4,1
 6200,3,2,1,2,2,1,1,994,994,994,5,1,"59",5,2
 6201,1,1,1,6,6,6,1,994,994,994,5,1,"35",3,1
 6202,1,1,1,6,6,6,1,994,994,994,3,1,"24",2,2
 6203,2,2,2,2,2,1,1,994,994,994,5,1,"35",3,2
 6204,1,1,1,6,6,6,1,994,609,609,2,1,"35",3,1
 6205,1,1,1,6,6,6,1,994,994,994,2,1,"48",4,2
 6206,1,1,1,6,6,6,1,994,994,994,5,1,"12",1,2
 6207,3,2,1,2,2,1,1,994,994,994,5,1,"35",3,1
 6208,1,1,1,6,6,6,1,994,994,994,6,1,"13",1,2
 6209,1,1,1,6,6,6,1,994,994,994,6,1,"35",3,2
 6210,1,1,1,6,6,6,1,994,994,994,5,1,"35",3,2
 6211,1,1,1,6,6,6,1,711,994,711,4,1,"48",4,2
 6212,1,1,1,6,6,6,1,994,994,994,1,1,"46",4,1
 6213,1,1,1,6,6,6,1,994,994,994,5,1,"46",4,2
 6214,1,1,1,6,6,6,1,994,609,609,5,1,"24",2,1
 6215,1,1,1,6,6,6,1,994,994,994,3,1,"12",1,2
 6216,3,2,1,2,2,1,1,994,994,994,3,2,"35",3,2
 6217,1,1,1,6,6,6,1,994,994,994,5,1,"35",3,2
 6218,1,1,1,6,6,6,1,994,994,994,5,1,"35",3,1
 6219,3,2,1,2,2,1,1,994,304,304,2,1,"10",1,2
 6220,1,1,1,6,6,6,1,994,994,994,4,1,"35",3,2
 6221,3,2,1,2,2,1,1,405,994,405,5,1,"24",2,1
 6222,3,2,1,2,2,1,1,994,994,994,6,1,"10",1,2
 6223,3,1,2,2,2,1,1,994,994,994,3,1,"12",1,2
 6224,2,2,2,2,2,1,3,994,994,994,5,1,"48",4,2
 6225,2,2,2,2,2,1,8,994,994,994,4,1,"59",5,2
 6226,1,1,1,6,6,6,1,994,994,994,3,1,"12",1,1
 6227,3,2,1,2,2,1,1,994,994,994,4,1,"59",5,2
 6228,1,1,1,6,6,6,1,994,994,994,1,1,"24",2,1
 6229,1,1,1,6,6,6,1,994,609,609,5,1,"24",2,1
 6230,1,1,1,6,6,6,1,994,994,994,2,1,"35",3,1
 6231,3,1,2,2,2,1,1,994,994,994,4,1,"35",3,2
 6232,3,2,1,2,2,1,1,994,994,994,3,1,"59",5,1
 6233,1,1,1,6,6,6,7,994,994,994,3,1,"24",2,1
 6234,1,1,1,6,6,6,1,994,994,994,3,2,"35",3,2
 6235,1,1,1,6,6,6,3,994,994,994,5,1,"48",4,2
 6236,3,1,2,2,2,1,1,994,609,609,4,1,"35",3,1
 6237,3,2,1,2,2,1,2,994,994,994,4,2,"35",3,1
 6238,3,2,1,2,2,1,3,994,994,994,4,1,"12",1,1
 6239,1,1,1,6,6,6,1,994,994,994,4,2,"13",1,2
 6240,3,2,1,2,2,1,2,994,994,994,6,1,"12",1,2
 6241,1,1,1,6,6,6,1,994,994,994,2,2,"13",1,2
 6242,3,2,1,2,2,1,4,994,994,994,4,2,"13",1,2
 6243,1,1,1,6,6,6,1,994,609,609,5,1,"47",4,2
 6244,1,1,1,6,6,6,1,994,994,994,7,1,"12",1,2
 6245,3,2,1,2,2,1,1,994,994,994,2,1,"35",3,1
 6246,1,1,1,6,6,6,1,994,994,994,6,1,"35",3,1
 6247,1,1,1,6,6,6,1,994,994,994,1,1,"35",3,1
 6248,1,1,1,6,6,6,1,994,994,994,3,1,"10",1,1
 6249,3,2,1,2,2,1,1,995,609,609,3,1,"13",1,2
 6250,1,1,1,6,6,6,1,994,994,994,6,1,"13",1,2
 6251,8,8,8,6,6,6,8,406,995,406,5,1,"48",4,1
 6252,7,7,1,6,6,6,1,994,994,994,4,1,"59",5,1
 6253,1,1,1,6,6,6,1,994,994,994,6,2,"24",2,1
 6254,1,1,1,6,6,6,1,994,994,994,2,2,"48",4,1
 6255,1,1,1,6,6,6,1,994,994,994,5,1,"47",4,2
 6256,1,1,1,6,6,6,1,994,994,994,3,1,"35",3,1
 6257,1,1,1,6,6,6,1,994,994,994,7,1,"35",3,2
 6258,1,1,1,6,6,6,1,994,994,994,6,1,"59",5,2
 6259,1,1,1,6,6,6,1,994,994,994,6,1,"35",3,2
 6260,1,1,1,6,6,6,1,711,994,711,4,1,"24",2,1
 6261,1,1,1,6,6,6,1,994,609,609,2,1,"59",5,1
 6262,3,2,1,2,2,1,1,994,994,994,7,1,"12",1,1
 6263,1,1,1,6,6,6,1,994,994,994,2,1,"35",3,2
 6264,1,1,1,6,6,6,1,994,994,994,1,2,"12",1,1
 6265,1,1,1,6,6,6,1,994,994,994,4,1,"24",2,1
 6266,1,1,1,6,6,6,1,405,994,405,4,3,"11",1,2
 6267,1,1,1,6,6,6,1,994,994,994,4,1,"35",3,1
 6268,1,1,1,6,6,6,1,994,994,994,5,1,"59",5,2
 6269,2,2,2,2,2,1,9,994,609,609,5,1,"47",4,1
 6270,3,2,1,2,2,1,1,994,994,994,6,1,"12",1,2
 6271,1,1,1,6,6,6,1,994,994,994,1,1,"46",4,1
 6272,1,1,1,6,6,6,1,994,994,994,5,1,"24",2,2
 6273,1,1,1,6,6,6,1,994,994,994,5,1,"24",2,1
 6274,8,8,8,6,6,6,8,994,994,994,4,1,"48",4,2
 6275,1,1,1,6,6,6,1,994,994,994,5,1,"48",4,2
 6276,3,1,2,2,2,1,1,994,994,994,3,1,"24",2,1
 6277,1,1,1,6,6,6,1,994,994,994,5,1,"35",3,2
 6278,3,2,1,2,2,1,1,711,994,711,5,1,"24",2,1
 6279,1,1,1,6,6,6,1,994,994,994,4,1,"24",2,2
 6280,3,2,1,2,2,1,1,994,609,609,2,1,"35",3,1
 6281,1,1,1,6,6,6,1,994,994,994,3,1,"12",1,2
 6282,3,2,1,2,2,1,1,994,994,994,4,1,"35",3,2
 6283,1,1,1,6,6,6,1,994,609,609,2,1,"46",4,2
 6284,1,1,1,6,6,6,1,994,994,994,5,2,"24",2,1
 6285,1,1,1,6,6,6,1,994,994,994,4,1,"48",4,2
 6286,3,2,1,2,2,1,1,994,994,994,6,1,"48",4,1
 6287,1,1,1,6,6,6,1,994,994,994,4,1,"24",2,1
 6288,3,2,1,2,2,1,1,994,994,994,6,2,"59",5,1
 6289,1,1,1,6,6,6,1,405,994,405,1,1,"48",4,2
 6290,3,2,1,2,2,1,1,994,994,994,7,1,"12",1,2
 6291,1,1,1,6,6,6,1,994,994,994,4,1,"10",1,1
 6292,3,1,2,2,2,1,1,994,994,994,6,1,"13",1,2
 6293,1,1,1,6,6,6,1,994,994,994,2,1,"46",4,2
 6294,1,1,1,6,6,6,1,994,994,994,1,1,"13",1,2
 6295,7,7,7,6,6,6,7,994,994,994,6,1,"35",3,1
 6296,1,1,1,6,6,6,1,995,995,995,2,1,"35",3,2
 6297,2,2,2,2,2,1,3,994,994,994,5,1,"48",4,2
 6298,1,1,1,6,6,6,1,994,994,994,1,1,"12",1,2
 6299,2,2,2,2,2,1,1,994,994,994,4,1,"24",2,1
 6300,2,2,2,2,2,1,1,994,994,994,6,2,"12",1,2
 6301,1,1,1,6,6,6,1,994,994,994,2,1,"35",3,1
 6302,1,1,1,6,6,6,1,405,994,405,4,1,"24",2,1
 6303,3,2,1,2,2,1,4,994,994,994,6,1,"13",1,1
 6304,3,1,2,2,2,1,1,711,994,711,4,1,"59",5,2
 6305,1,1,1,6,6,6,1,994,994,994,7,1,"24",2,2
 6306,2,2,2,2,2,1,3,994,994,994,7,1,"35",3,2
 6307,1,1,1,6,6,6,1,994,994,994,3,1,"24",2,2
 6308,1,1,1,6,6,6,1,994,994,994,6,1,"24",2,1
 6309,1,1,1,6,6,6,1,994,994,994,7,2,"47",4,2
 6310,1,1,1,6,6,6,1,994,994,994,1,1,"48",4,2
 6311,1,1,1,6,6,6,1,994,609,609,6,1,"59",5,2
 6312,1,1,1,6,6,6,1,994,994,994,7,3,"11",1,1
 6313,3,2,1,2,2,1,1,994,994,994,7,2,"48",4,2
 6314,3,1,2,2,2,1,1,994,994,994,2,1,"48",4,2
 6315,1,1,1,6,6,6,1,994,994,994,5,1,"12",1,1
 6316,1,1,1,6,6,6,1,994,994,994,3,1,"48",4,1
 6317,3,2,1,2,2,1,3,994,994,994,5,1,"24",2,2
 6318,1,1,1,6,6,6,1,994,994,994,5,1,"46",4,2
 6319,1,1,1,6,6,6,1,994,994,994,7,1,"24",2,1
 6320,1,1,1,6,6,6,1,994,994,994,1,2,"47",4,1
 6321,1,1,1,6,6,6,1,994,994,994,3,1,"48",4,2
 6322,1,1,1,6,6,6,1,405,994,405,5,1,"24",2,2
 6323,1,1,1,6,6,6,1,994,994,994,3,2,"10",1,1
 6324,1,1,1,6,6,6,1,994,994,994,5,2,"35",3,1
 6325,1,1,1,6,6,6,1,994,609,609,1,2,"10",1,2
 6326,1,1,1,6,6,6,1,994,994,994,7,1,"24",2,1
 6327,2,2,2,2,2,1,1,994,609,609,6,1,"35",3,1
 6328,3,2,1,2,2,1,1,994,994,994,7,2,"46",4,1
 6329,1,1,1,6,6,6,1,994,994,994,3,1,"24",2,2
 6330,1,1,1,6,6,6,1,994,994,994,3,1,"12",1,1
 6331,1,1,1,6,6,6,1,994,994,994,5,1,"35",3,2
 6332,1,1,1,6,6,6,1,994,994,994,6,1,"24",2,2
 6333,1,1,1,6,6,6,1,994,994,994,5,1,"12",1,2
 6334,1,1,1,6,6,6,1,994,994,994,5,1,"46",4,2
 6335,1,1,1,6,6,6,1,994,994,994,1,2,"12",1,2
 6336,1,1,1,6,6,6,1,994,994,994,5,1,"35",3,2
 6337,3,2,1,2,2,1,3,994,994,994,3,1,"12",1,1
 6338,1,1,1,6,6,6,1,994,994,994,5,2,"59",5,2
 6339,1,1,1,6,6,6,1,994,994,994,5,1,"48",4,2
 6340,1,1,1,6,6,6,1,405,994,405,3,1,"24",2,1
 6341,3,2,1,2,2,1,1,994,994,994,6,1,"24",2,1
 6342,1,1,1,6,6,6,1,994,994,994,7,1,"48",4,2
 6343,1,1,1,6,6,6,1,994,994,994,5,1,"35",3,1
 6344,1,1,1,6,6,6,1,994,994,994,2,1,"35",3,1
 6345,1,1,1,6,6,6,1,994,994,994,5,2,"47",4,2
 6346,1,1,1,6,6,6,1,994,994,994,7,1,"24",2,1
 6347,1,1,1,6,6,6,1,994,994,994,6,1,"47",4,1
 6348,1,1,1,6,6,6,1,994,994,994,4,3,"11",1,2
 6349,1,1,1,6,6,6,1,994,994,994,4,2,"13",1,2
 6350,1,1,1,6,6,6,1,994,994,994,4,1,"24",2,2
 6351,1,1,1,6,6,6,1,994,994,994,2,1,"12",1,2
 6352,1,1,1,6,6,6,1,994,994,994,5,1,"12",1,1
 6353,1,1,1,6,6,6,1,994,994,994,1,1,"35",3,1
 6354,1,1,1,6,6,6,1,994,994,994,6,1,"59",5,2
 6355,1,1,1,6,6,6,1,994,994,994,5,1,"12",1,1
 6356,3,2,1,2,2,1,1,994,994,994,5,1,"59",5,1
 6357,1,1,1,6,6,6,1,994,994,994,1,2,"48",4,1
 6358,1,1,1,6,6,6,1,994,994,994,3,1,"24",2,2
 6359,3,2,1,2,2,1,1,994,304,304,1,1,"59",5,2
 6360,1,1,1,6,6,6,1,994,994,994,7,1,"13",1,2
 6361,3,2,1,2,2,1,3,994,994,994,6,1,"35",3,1
 6362,1,1,1,6,6,6,1,994,609,609,3,1,"59",5,2
 6363,1,1,1,6,6,6,1,994,994,994,1,1,"46",4,2
 6364,2,2,2,2,2,1,1,994,994,994,5,1,"48",4,1
 6365,1,1,1,6,6,6,1,994,994,994,7,1,"46",4,2
 6366,1,1,1,6,6,6,1,994,994,994,5,1,"47",4,1
 6367,3,2,1,2,2,1,3,994,994,994,6,2,"12",1,1
 6368,1,1,1,6,6,6,1,994,994,994,6,2,"48",4,2
 6369,1,1,1,6,6,6,1,994,994,994,5,3,"11",1,2
 6370,1,1,1,6,6,6,1,994,994,994,1,1,"35",3,2
 6371,2,2,2,2,2,1,1,995,995,995,5,2,"24",2,2
 6372,1,1,1,6,6,6,1,994,994,994,1,1,"59",5,2
 6373,1,1,1,6,6,6,1,994,994,994,6,1,"10",1,2
 6374,1,1,1,6,6,6,1,405,994,405,2,1,"48",4,2
 6375,1,1,1,6,6,6,1,994,994,994,6,1,"48",4,2
 6376,3,2,1,2,2,1,2,994,994,994,1,1,"12",1,1
 6377,1,1,1,6,6,6,1,994,994,994,1,1,"35",3,1
 6378,1,1,1,6,6,6,1,994,994,994,7,1,"47",4,2
 6379,1,1,1,6,6,6,1,994,994,994,1,2,"24",2,1
 6380,3,2,1,2,2,1,1,994,304,304,1,1,"35",3,1
 6381,1,1,1,6,6,6,1,994,994,994,5,1,"24",2,1
 6382,1,1,1,6,6,6,1,994,994,994,1,2,"12",1,2
 6383,1,1,1,6,6,6,1,994,994,994,1,1,"12",1,2
 6384,1,1,1,6,6,6,1,994,994,994,2,2,"24",2,2
 6385,1,1,1,6,6,6,1,994,994,994,5,1,"35",3,1
 6386,1,1,1,6,6,6,1,994,994,994,7,1,"35",3,2
 6387,1,1,1,6,6,6,1,813,994,813,3,2,"24",2,1
 6388,1,1,1,6,6,6,1,994,994,994,7,1,"12",1,2
 6389,1,1,1,6,6,6,1,994,994,994,5,2,"35",3,2
 6390,1,1,1,6,6,6,1,994,994,994,2,1,"35",3,1
 6391,3,2,1,2,2,1,1,994,994,994,2,1,"59",5,2
 6392,1,1,1,6,6,6,1,994,994,994,5,2,"46",4,2
 6393,1,1,1,6,6,6,1,994,994,994,1,1,"24",2,2
 6394,3,2,1,2,2,1,1,994,994,994,6,1,"12",1,1
 6395,1,1,1,6,6,6,1,994,994,994,3,1,"24",2,1
 6396,3,2,1,2,2,1,1,994,203,203,1,1,"46",4,1
 6397,1,1,1,6,6,6,1,994,609,609,2,1,"24",2,1
 6398,1,1,1,6,6,6,1,994,994,994,6,1,"48",4,2
 6399,1,1,1,6,6,6,1,994,994,994,1,1,"35",3,1
 6400,1,1,1,6,6,6,1,711,304,304,4,1,"47",4,1
 6401,2,2,2,2,2,1,1,994,304,304,3,1,"59",5,2
 6402,1,1,1,6,6,6,1,994,609,609,4,2,"12",1,2
 6403,1,1,1,6,6,6,2,994,994,994,4,1,"59",5,2
 6404,2,2,2,1,2,2,5,994,994,994,5,3,"11",1,2
 6405,3,2,1,2,2,1,2,994,994,994,3,2,"12",1,1
 6406,1,1,1,6,6,6,1,994,994,994,5,1,"24",2,2
 6407,1,1,1,6,6,6,1,994,994,994,6,1,"24",2,2
 6408,1,1,1,6,6,6,1,813,304,304,4,2,"24",2,2
 6409,3,2,1,2,2,1,1,994,994,994,4,1,"24",2,1
 6410,3,2,1,2,2,1,1,994,994,994,6,1,"47",4,2
 6411,1,1,1,6,6,6,1,813,994,813,2,1,"59",5,1
 6412,1,1,1,6,6,6,1,994,994,994,1,2,"47",4,1
 6413,1,1,1,6,6,6,1,994,994,994,4,1,"13",1,2
 6414,1,1,1,6,6,6,1,994,994,994,1,1,"35",3,2
 6415,1,1,1,6,6,6,1,994,994,994,2,1,"24",2,2
 6416,2,2,2,2,2,1,1,994,994,994,5,3,"11",1,2
 6417,8,8,8,6,6,6,8,994,994,994,3,2,"59",5,2
 6418,7,7,1,6,6,6,1,994,994,994,5,1,"35",3,2
 6419,1,1,1,6,6,6,1,994,994,994,5,1,"48",4,2
 6420,1,1,1,6,6,6,1,711,995,711,4,1,"24",2,2
 6421,3,2,1,2,2,1,2,994,994,994,5,1,"10",1,1
 6422,3,2,1,2,2,1,2,994,994,994,4,1,"47",4,2
 6423,1,1,1,6,6,6,1,994,994,994,5,2,"24",2,1
 6424,1,1,1,6,6,6,1,994,994,994,5,1,"59",5,2
 6425,1,1,1,6,6,6,1,994,994,994,5,1,"35",3,1
 6426,1,1,1,6,6,6,1,994,994,994,6,2,"10",1,2
 6427,1,1,1,6,6,6,1,994,304,304,3,1,"35",3,1
 6428,1,1,1,6,6,6,1,994,994,994,5,1,"12",1,1
 6429,1,1,1,6,6,6,4,994,994,994,2,2,"48",4,2
 6430,1,1,1,6,6,6,1,994,994,994,6,1,"35",3,1
 6431,1,1,1,6,6,6,1,994,994,994,6,1,"59",5,1
 6432,3,2,1,2,2,1,1,994,994,994,5,1,"35",3,1
 6433,3,2,1,2,2,1,1,994,994,994,3,3,"11",1,1
 6434,3,2,1,2,2,1,1,813,994,813,6,1,"35",3,1
 6435,7,7,1,6,6,6,1,994,994,994,7,1,"35",3,1
 6436,7,7,1,6,6,6,1,994,994,994,1,1,"24",2,2
 6437,1,1,1,6,6,6,1,994,994,994,4,2,"47",4,1
 6438,1,1,1,6,6,6,1,994,994,994,4,1,"13",1,1
 6439,1,1,1,6,6,6,1,994,994,994,6,3,"11",1,1
 6440,1,1,1,6,6,6,1,994,994,994,5,1,"35",3,2
 6441,1,1,1,6,6,6,1,994,994,994,5,2,"13",1,2
 6442,3,1,2,2,2,1,1,994,994,994,1,1,"59",5,2
 6443,1,1,1,6,6,6,1,994,994,994,4,1,"47",4,2
 6444,3,2,1,2,2,1,2,994,609,609,3,1,"47",4,1
 6445,2,2,2,2,2,1,1,994,994,994,4,2,"59",5,2
 6446,1,1,1,6,6,6,1,994,994,994,2,1,"12",1,2
 6447,1,1,1,6,6,6,1,994,994,994,4,1,"24",2,1
 6448,3,2,1,2,2,1,1,994,994,994,4,1,"59",5,2
 6449,2,2,2,2,2,1,5,994,994,994,3,1,"24",2,1
 6450,3,2,1,2,2,1,5,509,994,509,5,1,"47",4,1
 6451,1,1,1,6,6,6,1,711,994,711,2,1,"24",2,1
 6452,3,2,1,2,2,1,1,994,994,994,4,1,"59",5,2
 6453,3,2,1,2,2,1,5,508,994,508,5,1,"47",4,2
 6454,3,2,1,2,2,1,5,813,994,813,5,1,"12",1,2
 6455,1,1,1,6,6,6,1,994,994,994,3,1,"24",2,1
 6456,3,2,1,2,2,1,2,994,994,994,1,1,"12",1,1
 6457,1,1,1,6,6,6,3,994,994,994,1,1,"48",4,2
 6458,1,1,1,6,6,6,1,994,994,994,2,1,"12",1,1
 6459,1,1,1,6,6,6,1,994,994,994,1,1,"46",4,2
 6460,1,1,1,6,6,6,1,994,994,994,7,1,"35",3,1
 6461,1,1,1,6,6,6,1,994,994,994,1,1,"35",3,1
 6462,1,1,1,6,6,6,1,994,994,994,6,1,"35",3,2
 6463,1,1,1,6,6,6,1,994,994,994,3,1,"24",2,1
 6464,1,1,1,6,6,6,1,994,994,994,3,1,"24",2,1
 6465,1,1,1,6,6,6,1,994,994,994,7,2,"48",4,1
 6466,1,1,1,6,6,6,1,994,994,994,4,1,"48",4,2
 6467,1,1,1,6,6,6,1,994,994,994,5,1,"12",1,1
 6468,3,1,2,1,1,2,3,994,994,994,3,1,"13",1,1
 6469,1,1,1,6,6,6,1,994,994,994,7,1,"35",3,2
 6470,1,1,1,6,6,6,1,994,994,994,7,1,"24",2,1
 6471,1,1,1,6,6,6,1,994,994,994,2,1,"24",2,2
 6472,1,1,1,6,6,6,1,994,994,994,7,1,"59",5,2
 6473,1,1,1,6,6,6,1,994,994,994,5,2,"13",1,1
 6474,1,1,1,6,6,6,1,994,994,994,6,2,"48",4,1
 6475,3,2,1,1,2,2,1,994,994,994,5,1,"24",2,2
 6476,3,2,1,2,2,1,1,994,994,994,5,1,"24",2,1
 6477,1,1,1,6,6,6,1,994,994,994,1,1,"12",1,1
 6478,1,1,1,6,6,6,1,994,994,994,5,1,"24",2,1
 6479,1,1,1,6,6,6,1,406,994,406,4,1,"35",3,2
 6480,1,1,1,6,6,6,1,994,994,994,5,2,"24",2,2
 6481,1,1,1,6,6,6,1,994,994,994,1,1,"47",4,2
 6482,1,1,1,6,6,6,1,994,994,994,4,1,"24",2,1
 6483,1,1,1,6,6,6,1,711,994,711,5,2,"35",3,2
 6484,1,1,1,6,6,6,1,994,994,994,5,1,"35",3,2
 6485,1,1,1,6,6,6,1,405,994,405,4,1,"24",2,2
 6486,1,1,1,6,6,6,1,711,994,711,4,1,"59",5,1
 6487,1,1,1,6,6,6,1,994,994,994,1,2,"47",4,2
 6488,2,2,2,2,2,1,4,994,609,609,4,1,"35",3,2
 6489,1,1,1,6,6,6,1,813,994,813,6,1,"24",2,2
 6490,1,1,1,6,6,6,1,994,994,994,2,1,"47",4,2
 6491,1,1,1,6,6,6,1,994,994,994,6,2,"46",4,2
 6492,1,1,1,6,6,6,1,994,994,994,5,1,"10",1,2
 6493,1,1,1,6,6,6,7,994,994,994,4,1,"35",3,2
 6494,1,1,1,6,6,6,1,711,994,711,2,1,"24",2,2
 6495,1,1,1,6,6,6,1,994,994,994,4,1,"35",3,2
 6496,3,2,1,2,2,1,2,994,994,994,3,1,"59",5,2
 6497,3,1,2,2,2,1,1,405,994,405,5,1,"12",1,2
 6498,1,1,1,6,6,6,3,994,994,994,2,1,"35",3,2
 6499,1,1,1,6,6,6,1,994,994,994,5,1,"59",5,2
 6500,1,1,1,6,6,6,1,813,609,609,5,2,"24",2,1
 6501,3,2,1,2,2,1,5,994,994,994,4,1,"48",4,2
 6502,3,2,1,2,2,1,2,994,609,609,4,1,"48",4,2
 6503,3,1,2,2,2,1,1,994,994,994,3,1,"35",3,2
 6504,3,2,1,2,2,1,1,994,994,994,6,1,"59",5,1
 6505,2,2,2,2,2,1,1,995,995,995,5,1,"10",1,1
 6506,1,1,1,6,6,6,1,994,994,994,1,1,"35",3,1
 6507,1,1,1,6,6,6,1,994,994,994,6,1,"12",1,2
 6508,1,1,1,6,6,6,1,994,994,994,5,1,"35",3,2
 6509,2,2,2,2,2,1,3,994,304,304,5,1,"47",4,2
 6510,1,1,1,6,6,6,1,994,994,994,4,1,"24",2,1
 6511,2,2,2,2,2,1,3,994,994,994,5,1,"59",5,2
 6512,3,1,2,2,2,1,1,994,994,994,4,1,"35",3,2
 6513,1,1,1,6,6,6,1,994,994,994,7,1,"59",5,2
 6514,1,1,1,6,6,6,1,994,994,994,3,1,"35",3,1
 6515,1,1,1,6,6,6,1,994,994,994,5,1,"35",3,2
 6516,1,1,1,6,6,6,1,994,994,994,3,1,"24",2,1
 6517,3,2,1,2,2,1,1,994,994,994,3,2,"35",3,2
 6518,1,1,1,6,6,6,1,994,994,994,2,1,"24",2,2
 6519,1,1,1,6,6,6,1,994,994,994,2,1,"24",2,2
